filename,camera,latitude,longitude,address,subject,quality
2f0ab928-5a77-4f93-a077-06399563fd16.jpg,cef86345-30f7-4d9f-bfde-f0e618b9967d,55.8171027685086,37.4656205177302,"Россия, Москва, Волоколамское шоссе, 58к1   0.031 km",,medium
ec15af4d-af2d-42d5-8916-d252e3dc92a3.jpg,d24b912c-7c0a-450c-a4d6-16ba28d5acb1,55.872008,37.528775,"Россия, Москва, улица Ивана Сусанина, 10А   0.025 km",,medium
4713be44-62cd-47b8-a7c2-4ac5d4bd3a6a.jpg,2f8f5351-f452-4214-954d-ea0bebfa02e4,55.722039,37.659664,"Россия, Москва, Крутицкая набережная, 15   0.011 km",,medium
455204ed-9cb9-4565-94af-d51add964739.jpg,779c8cc1-4d66-46b9-b2b9-5d70be554b92,55.709997,37.750065,"Россия, Москва, Окская улица, 4к1   0.004 km",,medium
1f66fa5a-6cbc-4287-b18c-48da45b81fca.jpg,2f7bad12-229d-4c7e-b460-431082401394,55.8573713634911,37.3433544060815,"Россия, Москва, улица Барышиха, 46   0.018 km",,medium
a0cbca97-1aaf-4cd7-bd99-0a5b25b0bf5c.jpg,9cb2d52d-c32a-4960-bfb1-ed8591b5cbcb,55.844682,37.366969,"Россия, Москва, Митинская улица, 28   0.053 km",,low
7f482b9a-ffe5-49e0-bbaf-2b33ff181bd6.jpg,e24cae00-a309-40d2-b7d7-bfd28c59c2f9,55.7981883914888,37.6752223412772,"Россия, Москва, 5-й Лучевой просек, 5Ас4   0.054 km",,medium
2311da49-4277-4016-be29-15b7a2e9e03f.jpg,dc9dbd2e-7d46-45bf-ba05-b33d94d5a850,55.6386562184134,37.6674244821387,"Россия, Москва, Кантемировская улица, 16к1с1   0.038 km",,medium
e70285b8-3ccb-4f36-b1f6-a43224be9e4f.jpg,75ce715b-7026-487e-be1e-f3bef9f9c8dd,55.652963993524,37.6167740932539,"Россия, Москва, Чонгарский бульвар, 5к1   0.037 km",,medium
6ddbe97b-e3e3-4a8a-bf47-9909b4ea30f2.jpg,30975ba4-2457-4f23-9d92-e529d4b1478d,55.6380150458964,37.3550983544901,"Россия, Москва, улица Шолохова, 10   0.049 km",,low
e9d719b6-b640-4dae-968a-c8ad6cebf51d.jpg,a7022d7b-d3ba-4b2e-a38d-2bf1ef09eda9,55.686067,37.6771,"Россия, Москва, Нагатинская набережная, 44к1   0.070 km",,medium
a60b2edd-50c9-424c-b1b8-618162e030d2.jpg,999ca3a7-f784-42f3-88a2-ecde129891a7,55.67860924870232,37.65337845767179,"Россия, Москва, Высокая улица, 4   0.030 km",,low
8e3b3c21-9bbd-4e51-80c3-f918b71f088e.jpg,70d64574-e7e8-49a7-8d61-61149946f56f,55.6856922568598,37.5654491186134,"Россия, Москва, улица Кедрова, 4к3   0.010 km",,medium
f579ef37-6c9c-425b-b284-9c4f07da6871.jpg,b46c8460-6aec-4d49-bd77-2523c81e49bb,55.77821827532203,37.62874297420412,"Россия, Москва, улица Щепкина, 27к1   0.016 km",,low
bffa6854-ee3f-45e8-98c2-b17b42b91c9b.jpg,3c177394-f326-450f-904d-534c1d3845a0,55.7448296525504,37.6829563177909,"Россия, Москва, Рабочая улица, 13   0.032 km",,medium
ec251d08-7638-4c66-a407-4ae874a1023d.jpg,693631bc-4c54-494b-b6d6-d015914aee31,55.77145754952124,37.64673105026228,"Россия, Москва, Орликов переулок, 3Б   0.019 km",,low
2ed8d1cf-3db3-4102-a627-b34085fcc2be.jpg,ba152856-f58f-4db4-b42b-f22fa6e3f7b2,55.8562376913603,37.4762710846553,"Россия, Москва, Фестивальная улица, 13к2   0.011 km",,medium
1911fb63-e78b-477e-aa1e-bffbcfb037a1.jpg,9b387399-4dd0-4474-bf23-157f594fac4e,55.6483150908934,37.4956663472197,"Россия, Москва, улица Саморы Машела, 4к5   0.017 km",,medium
728b1f75-68d2-4fcd-948b-de8e45986aab.jpg,ab5c5b83-8ba6-4489-91f6-e1189d9a7c21,55.70655891309936,37.71367453372941,"Россия, Москва, Шоссейный проезд, 16   0.047 km",,low
267f1049-f95a-4d1f-bd9f-72238f5b74a1.jpg,5717840f-491f-4e4c-a972-a8b42b4a0f35,55.8329030112671,37.525487852847,"Россия, Москва, Коптевский бульвар, 16к2   0.038 km",,low
d9d95d53-58c0-4154-a8ec-a2351a0f9ba9.jpg,6ed9928d-2395-4cfa-b653-3e3cca2e1029,55.783389,37.668731,"Россия, Москва, 1-й Красносельский переулок, 3   0.019 km",,medium
08b02a49-2eec-4d10-bf28-6c538b4019c0.jpg,17a9da3d-4578-4b96-96b8-bf437ee9dbb4,55.7356599950814,37.6971094490725,"Россия, Москва, Большая Калитниковская улица, 46   0.032 km",,medium
bf998307-2480-47ec-b531-3559eba5e83d.jpg,b03f99ce-4ffe-4b99-b73d-1794dd6cb9c7,55.76031954592504,37.61011616434509,"Россия, Москва, Тверская улица, 11   0.033 km",,low
49682dc5-44f9-407f-b217-24460cf31ebb.jpg,6901edcc-67df-491f-85f7-e8067f93d990,55.761767,37.567062,"Россия, Москва, улица Красная Пресня, 23с1А   0.032 km",,low
c1d78234-1728-4eee-bf1b-1adbdcfac308.jpg,5fada18a-5ef0-4f09-a4d4-02440cf98f97,55.739683617925,37.5754102747978,"Россия, Москва, 1-й Вражский переулок, 2/44   0.009 km",,low
d4ba4692-9943-4507-b76b-5d607cbf43bf.jpg,6005d50a-0fdc-44a3-a1b8-6f2532763d88,55.64770526765169,37.41315736441692,"Россия, Москва, Солнцевский проспект, 34   0.005 km",,low
453f1d1b-1a1e-4d1d-b0c7-84aadf7667a7.jpg,aaeccbaa-9cd5-4ad7-87dc-0399e57d5d66,55.74503205820146,37.7943636201063,"Россия, Москва, Перовская улица, 62   0.031 km",,medium
044df4d3-6d4e-4767-8025-e47867da5102.jpg,35fce540-27ee-4f09-a4e5-a44aa72bae5e,55.7623537335853,37.77411472797258,"Россия, Москва, шоссе Энтузиастов, 60к1   0.040 km",,low
56104d31-4e34-4484-9fd3-0b8e762b40cc.jpg,432be4b4-e03b-49c7-9ff3-e84df126b693,55.4775376542347,37.2976810429909,"Россия, Москва, Троицк, Октябрьский проспект, 17   0.021 km",,medium
2bc44ea7-034c-499a-b74d-1cb59eecdd54.jpg,97765246-c39a-4cab-b0de-17001329d740,55.68557,37.671593,"Россия, Москва, Кленовый бульвар, 2   0.044 km",,medium
b9d76993-36eb-43dc-9cf7-53cd19142d62.jpg,5f902e8e-6079-4258-853a-50765cc0ca61,55.8562303546295,37.4060726165764,"Россия, Москва, улица Вилиса Лациса, 42   0.033 km",,medium
2543b2ee-68bb-49b6-92e6-a0b40be52163.jpg,cdeb3ca1-8a33-4026-8c66-99cd2deffdd9,55.55282344216123,37.55222953869151,"Россия, Москва, улица Поляны, 7   0.043 km",,low
fdfb343d-ff8a-49d5-932c-7636645111f8.jpg,5f4981a3-61af-4b10-bacd-42280f0f2e20,55.8075306568551,37.5619078874571,"Россия, Москва, Дмитровский проезд, 20к1   0.028 km",,medium
9a4d4aa9-e43d-43be-ad6b-dd161ae43860.jpg,a03217f8-a6bd-4f54-b4a0-dd3117a786ae,55.68928833221605,37.47149501355926,"Россия, Москва, улица Лобачевского, 41   0.026 km",,low
58b7ad6f-9040-41a4-8e62-72c01f10522e.jpg,43fe28c3-2f9f-4681-92a0-261d949a27c6,55.7688006506231,37.6406755423277,"Россия, Москва, Уланский переулок, 14кБ   0.012 km",,low
f585169a-4fff-45d6-b65a-936d5c7ae83f.jpg,69a7d4d1-8a00-4a92-b1b1-1d55d5a20bcb,55.8722356688287,37.6860767602918,"Россия, Москва, Изумрудная улица, 24к2   0.018 km",,medium
94827c9b-3284-40b5-98cd-aad1b514521a.jpg,f4d574fb-b444-4da0-80b5-c6e1b514986a,55.7874718996598,37.6836458444593,"Россия, Москва, 2-я Сокольническая улица, 6   0.017 km",,medium
9f25a1a8-ca15-4329-b29a-0b3de8a421a0.jpg,15c026af-863e-4be6-a20d-3d0132e1bc5f,55.8986842514933,37.6055705423278,"Россия, Москва, Мелиховская улица, 2   0.007 km",,low
75e7fedc-5a62-42db-bb6e-0e243b542296.jpg,ce6a35ef-e55f-4d1c-8b05-53d8fdb93473,55.765184,37.705149,"Россия, Москва, Наличная улица, 5   0.000 km",,low
f75505b8-70ba-423e-80ad-30ce546d12d5.jpg,7196870d-5351-4946-a436-221cbd96eb6b,55.79084299992405,37.71576822453673,"Россия, Москва, улица Преображенский Вал, 24к3   0.031 km",,medium
2468e87a-8cbb-498e-8b6d-0b4d48c4c038.jpg,65da43ca-cbeb-439e-8c06-00930f3a0161,55.764939,37.58236,"Россия, Москва, Зоологическая улица, 18   0.031 km",,medium
4953657e-fe51-4063-bf52-028a4a07305e.jpg,286c411c-d69f-418c-a21b-f2fa283af081,55.7715333101613,37.6703931177207,"Россия, Москва, Новорязанская улица, 31/7с6   0.054 km",,low
d63ce20a-f157-4d7a-af2e-ed540e01224a.jpg,8f31e032-35b6-4482-8f8c-055d6056e53f,55.606864,37.657733,"Россия, Москва, 6-я Радиальная улица, 5к1   0.055 km",,low
b2696581-af2b-43c6-9afd-67faa9373bae.jpg,a3df14c4-d784-48aa-9568-e18ddbf3856a,55.773910812275,37.5381941794428,"Россия, Москва, Хорошёвское шоссе, 5с3   0.016 km",,medium
201e36d2-5fc1-4d5e-a910-37dd22fd2669.jpg,22500149-acb4-40ce-8e86-f0865a2bf76f,55.751223491551,37.8184767129601,"Россия, Москва, Зелёный проспект, 60/35   0.116 km",,medium
31344935-dcee-4ae3-92f1-4a83f95d23fe.jpg,36f44dd1-56ce-4b09-b972-ee7144a7c875,55.963856,37.154576,"Россия, Москва, Зеленоград, 17-й микрорайон, ЖК Жемчужина Зеленограда, 10.1   0.027 km",,low
ee83db43-d791-43d8-b863-337b88ee47d1.jpg,d5a128ad-df17-4ebc-8120-451b26581f62,55.8242143576429,37.8106214232782,"Россия, Москва, Уссурийская улица, 1к5   0.037 km",,medium
115fa0ac-15a6-492f-865a-6b12eb16b1b9.jpg,9cb2d52d-c32a-4960-bfb1-ed8591b5cbcb,55.844682,37.366969,"Россия, Москва, Митинская улица, 28   0.053 km",,low
5a89a619-3db8-4e61-b393-4a3dfb7a363f.jpg,13975830-985a-4871-b929-9248f54d5613,55.6798180415084,37.5143787860868,"Россия, Москва, улица Кравченко, 22   0.032 km",,medium
de97a2ef-7d92-4f9e-9abd-4f6ad732d378.jpg,ff140977-4397-48a1-85b4-25278235e5de,55.8840818615892,37.5649726650121,"Россия, Москва, улица 800-летия Москвы, 11к6   0.012 km",,medium
6a9a21bc-b74e-42e1-b3a6-a3bad3945d23.jpg,231fecf2-8d20-40ea-a53b-4cae54c8860f,55.7435456076876,37.8708142711635,"Россия, Москва, Новокосинская улица, 43   0.034 km",,low
7ff2d54d-2471-46b3-8fe0-59e9f9c5393e.jpg,84d3abf2-a1c7-4ed5-9ae5-c8e1dd25614b,55.47444266575432,37.29327891897935,"Россия, Москва, Троицк, Октябрьский проспект, 3Б   0.016 km",,low
e4d32fac-16c4-4fcc-ada9-34f2735b4ea9.jpg,0c0cb85a-74fd-467a-9161-d034812e1cfc,55.756244,37.593637,"Россия, Москва, Скатертный переулок, 18   0.032 km",,low
6b0dda0e-92a0-4024-839b-3c3b6e90c05b.jpg,8fcb876b-ca2c-4da8-b702-59874ab746c9,55.7625241199943,37.7139356136318,"Россия, Москва, 2-я улица Синичкина, 13   0.009 km",,medium
8f3e7042-1ca9-453a-b503-13479dabe287.jpg,73c2598e-1beb-4ac1-bb63-240dbe1e8cc9,55.8628123252097,37.4734984576709,"Россия, Москва, Беломорская улица, 18А   0.022 km",,medium
